3600.10,0.54,0.30
3900.10,0.76,0.51
4200.10,0.42,0.65
4500.10,1.00,0.42
4800.10,0.17,0.53
5100.10,0.96,0.55
5400.10,0.30,0.54
5700.10,0.65,0.78
6000.10,0.69,0.50
6300.10,0.19,0.58
6900.10,0.00,0.69
7200.10,0.58,0.53
7500.10,0.61,0.63
7800.10,0.51,0.68
8100.10,1.00,0.68
8400.10,0.51,0.59
8700.10,0.91,0.40
9000.10,0.21,0.46
9300.10,0.54,0.46
9600.10,0.48,0.59
9900.10,0.71,0.51
10200.10,0.48,0.64
10500.10,0.96,0.66
10800.10,0.52,0.73
11100.10,0.87,0.66
11400.10,0.37,0.60
11700.10,1.00,0.60
12000.10,0.67,0.72
12300.10,0.67,0.55
12600.10,0.43,0.75
12900.10,1.00,0.56
13200.10,0.43,0.73
13500.10,0.83,0.65
13800.10,0.74,0.60
14100.10,0.18,0.76
14400.10,1.00,0.74
14700.10,0.31,0.67
15000.10,0.71,0.38
15300.10,0.57,0.52
15600.10,0.74,0.44
15900.10,0.54,0.67
16200.10,1.00,0.56
16500.10,0.59,0.61
16800.10,0.09,0.49
17100.10,0.49,0.35
17400.10,0.68,0.49
17700.10,1.00,0.45
18000.10,0.60,0.52
18300.10,0.82,0.58
18600.10,0.25,0.61
18900.10,0.77,0.72
19200.10,0.70,0.60
19500.10,0.80,0.49
19800.10,0.44,0.58
20100.10,0.45,0.54
20400.10,0.90,0.34
20700.10,0.14,0.61
21000.10,0.00,0.72
21300.10,0.75,0.74
21600.10,0.72,0.76
21900.10,0.61,0.79
22200.10,1.00,0.73
22500.10,0.49,0.62
22800.10,0.83,0.62
23100.10,0.31,0.70
23400.10,0.83,0.54
23700.10,0.55,0.59
24000.10,0.73,0.47
24300.10,0.56,0.63
24600.10,0.82,0.52
24900.10,0.52,0.58
25200.10,1.00,0.53
25500.10,0.47,0.77
25800.10,0.59,0.61
26100.10,0.79,0.64
26400.10,0.65,0.61
26700.10,0.77,0.65
27000.10,0.72,0.70
27300.10,0.84,0.69
27600.10,0.13,0.64
27900.10,1.00,0.42
28200.10,0.27,0.76
28500.10,0.69,0.66
28800.10,0.26,0.57
29400.10,0.00,0.56
29700.10,0.79,0.53
30000.10,0.29,0.65
30300.10,0.98,0.63
30600.10,0.46,0.62
30900.10,0.57,0.52
31200.10,1.00,0.48
31500.10,0.29,0.80
31800.10,0.52,0.46
32100.10,0.31,0.60
32400.10,0.72,0.72
32700.10,0.25,0.59
33000.10,1.00,0.52
33300.10,0.52,0.59
33600.10,1.00,0.47
33900.10,0.49,0.68
34200.10,0.21,0.55
34500.10,0.81,0.51
34800.10,0.75,0.61
35100.10,0.20,0.58
35400.10,0.75,0.38
35700.10,0.81,0.65
36000.10,0.81,0.58
36300.10,0.37,0.62
36600.10,0.81,0.61
36900.10,0.24,0.65
37200.10,1.00,0.53
37500.10,0.50,0.50
37800.10,0.97,0.45
38100.10,0.71,0.62
38400.10,0.38,0.63
38700.10,0.75,0.52
39000.10,0.61,0.56
39300.10,1.00,0.52
39600.10,0.51,0.56
39900.10,0.25,0.47
40200.10,1.00,0.23
40500.10,0.08,0.38
40800.10,0.43,0.53
41100.10,0.84,0.30
41400.10,0.49,0.58
41700.10,0.67,0.45
42000.10,0.56,0.58
42300.10,0.73,0.58
42600.10,0.45,0.68
42900.10,0.42,0.84
43200.10,1.00,0.76
43500.10,0.87,0.68
43800.10,0.58,0.54
44100.10,0.62,0.66
44400.10,1.00,0.48
44700.10,0.46,0.55
