3600.10,0.33,0.34
3900.10,0.70,0.44
4200.10,0.42,0.72
4500.10,0.73,0.51
4800.10,0.14,0.29
5100.10,0.78,0.53
5400.10,0.57,0.58
5700.10,0.60,0.39
6000.10,0.51,0.44
6300.10,0.53,0.36
6600.10,0.59,0.51
6900.10,0.58,0.39
7200.10,0.38,0.57
7500.10,0.65,0.65
7800.10,0.94,0.67
8100.10,0.69,0.62
8400.10,1.00,0.47
8700.10,0.21,0.51
9000.10,0.00,0.77
9300.10,0.26,0.77
9600.10,0.70,0.67
9900.10,0.64,0.66
10200.10,1.00,0.67
10500.10,0.71,0.46
10800.10,0.54,0.48
11100.10,0.82,0.47
11400.10,0.31,0.63
11700.10,0.52,0.51
12000.10,0.51,0.61
12300.10,0.45,0.47
12600.10,0.99,0.35
12900.10,0.80,0.46
13200.10,0.79,0.62
13500.10,0.30,0.52
13800.10,1.00,0.50
14100.10,0.36,0.71
14400.10,0.70,0.58
14700.10,0.80,0.66
15000.10,0.79,0.78
15300.10,0.96,0.61
15600.10,0.70,0.55
15900.10,0.43,0.58
16200.10,0.37,0.36
16500.10,0.58,0.67
16800.10,0.65,0.70
17100.10,0.91,0.63
17400.10,0.30,0.56
17700.10,0.00,0.65
18000.10,1.00,0.64
18300.10,0.46,0.67
18600.10,0.42,0.36
18900.10,0.48,0.62
19200.10,0.59,0.44
19500.10,0.53,0.63
19800.10,0.41,0.74
20100.10,0.58,0.65
20400.10,0.65,0.55
20700.10,0.86,0.57
21000.10,0.57,0.57
21300.10,0.80,0.60
21600.10,0.21,0.57
22500.10,0.00,0.67
22800.10,0.41,0.70
23100.10,0.43,0.35
23400.10,0.58,0.42
23700.10,0.87,0.38
24000.10,0.87,0.33
24300.10,0.66,0.34
24600.10,0.42,0.48
24900.10,0.85,0.51
25200.10,0.90,0.61
25500.10,0.50,0.65
25800.10,0.63,0.35
26100.10,0.44,0.74
26400.10,0.80,0.64
26700.10,1.00,0.58
27000.10,0.34,0.46
27300.10,0.70,0.52
27600.10,0.19,0.61
27900.10,0.28,0.42
28200.10,0.77,0.38
28500.10,0.51,0.54
28800.10,1.00,0.45
29100.10,0.54,0.58
29400.10,0.37,0.47
29700.10,1.00,0.72
30000.10,0.78,0.50
30300.10,0.61,0.55
30600.10,0.92,0.44
30900.10,0.55,0.44
31200.10,0.70,0.52
31500.10,0.30,0.48
31800.10,0.86,0.40
32100.10,0.53,0.45
