0.00,0.00,0.00
300.10,0.75,0.75
600.10,1.00,1.49
900.10,0.44,0.75
1200.10,0.43,1.10
1500.10,0.26,0.67
1800.10,0.63,1.09
2100.10,0.58,0.71
2400.10,0.77,1.12
2700.10,0.51,0.70
3000.10,0.53,1.06
3300.10,0.61,0.70
3600.10,0.87,1.10
3900.10,0.52,0.72
4200.10,0.52,1.10
4500.10,0.42,0.71
4800.10,0.85,1.12
5100.10,0.48,0.73
5400.10,0.37,1.11
5700.10,0.43,0.72
6000.10,0.88,1.11
6300.10,0.30,0.71
6600.10,0.33,1.06
6900.10,0.25,0.69
7200.10,1.00,1.12
7500.10,0.73,0.72
7800.10,0.82,0.99
8100.10,0.33,0.97
8400.10,1.00,0.99
8700.10,0.49,0.70
9000.10,0.64,0.71
9300.10,0.92,1.09
9600.10,0.67,0.71
9900.10,0.46,1.07
10200.10,0.67,0.72
10500.10,1.00,1.12
10800.10,0.43,0.84
11100.10,1.00,1.20
11400.10,0.61,0.79
11700.10,0.56,1.16
12000.10,0.82,0.82
12300.10,0.30,0.90
12600.10,0.87,1.23
12900.10,0.59,0.77
13200.10,1.00,1.17
13500.10,0.48,0.81
13800.10,0.67,1.23
14100.10,0.65,0.87
14400.10,0.35,1.22
14700.10,0.63,0.80
15000.10,0.29,0.86
15300.10,0.41,1.24
15600.10,0.45,0.79
15900.10,0.17,0.79
16200.10,0.39,0.78
16500.10,0.28,1.10
16800.10,0.68,0.96
17100.10,0.24,0.95
17400.10,0.59,0.95
17700.10,0.45,0.94
18000.10,0.60,0.94
18300.10,0.82,0.94
18600.10,0.69,1.30
18900.10,0.74,0.97
19200.10,0.70,0.97
19500.10,0.36,0.96
19800.10,0.37,0.96
20100.10,0.77,0.94
20400.10,0.13,0.93
20700.10,1.00,1.35
21000.10,0.52,0.68
21300.10,0.48,0.67
21600.10,0.41,0.66
21900.10,0.20,0.94
22200.10,0.89,0.95
22500.10,0.71,0.95
22800.10,0.87,0.96
23100.10,0.16,0.95
23400.10,0.42,0.95
23700.10,0.63,0.96
24000.10,0.24,0.95
24300.10,0.61,0.96
24600.10,0.60,0.96
24900.10,0.47,0.97
25200.10,0.81,0.97
25500.10,0.72,0.96
25800.10,0.68,0.97
26100.10,0.60,0.98
26400.10,0.52,0.97
26700.10,0.39,0.98
27000.10,0.78,0.98
