0.00,0.00,0.00
300.10,0.33,0.33
600.10,0.00,0.00
900.10,0.80,0.93
1200.10,0.38,0.96
1500.10,0.59,0.95
1800.10,0.67,0.93
2100.10,0.65,0.96
2400.10,0.32,0.92
2700.10,0.07,0.90
3000.10,0.62,0.96
3300.10,0.18,0.94
3600.10,0.89,0.96
3900.10,0.43,0.94
4200.10,0.77,0.95
4500.10,0.74,0.96
4800.10,0.93,0.98
5100.10,0.99,1.01
5400.10,0.89,0.96
5700.10,0.44,0.95
6000.10,0.33,0.93
6300.10,0.99,0.95
6600.10,0.87,0.96
6900.10,0.60,0.96
7200.10,0.29,0.94
7500.10,0.15,0.93
7800.10,0.46,0.93
8100.10,0.28,0.92
8400.10,0.71,0.92
8700.10,0.45,0.98
9000.10,0.25,0.97
9300.10,0.72,0.97
9600.10,0.40,0.95
9900.10,0.49,0.93
10200.10,0.53,0.93
10500.10,0.17,0.92
10800.10,0.92,1.00
11100.10,0.62,0.63
11400.10,0.31,0.96
11700.10,0.35,0.96
12000.10,0.56,0.95
12300.10,0.35,0.94
12600.10,0.74,0.94
12900.10,0.45,0.95
13200.10,0.89,1.32
13500.10,0.17,0.68
13800.10,0.37,0.68
14100.10,0.33,1.00
14400.10,0.47,0.65
14700.10,0.98,1.04
15000.10,0.39,0.71
15300.10,0.65,0.72
15600.10,0.46,0.79
15900.10,0.82,0.81
16200.10,0.03,0.80
16500.10,0.73,0.82
16800.10,0.46,0.96
17100.10,0.51,0.95
17400.10,0.11,0.93
17700.10,0.63,1.24
18000.10,0.34,0.75
18300.10,0.67,1.08
18600.10,0.69,0.75
18900.10,0.89,1.12
19200.10,0.45,0.74
19500.10,0.32,0.73
19800.10,0.75,1.10
20100.10,0.60,0.74
20400.10,0.45,1.12
20700.10,0.54,0.74
21000.10,0.61,1.10
21300.10,0.58,0.75
21600.10,0.98,1.10
21900.10,0.31,0.75
22200.10,0.81,1.08
22500.10,0.55,0.76
22800.10,0.27,0.76
23100.10,0.86,1.14
23400.10,0.31,0.77
23700.10,0.29,0.76
24000.10,0.29,0.76
24300.10,0.10,1.03
24600.10,0.60,0.74
24900.10,0.57,1.12
25200.10,0.29,0.73
25500.10,0.65,1.07
25800.10,0.49,0.72
26100.10,0.68,1.13
26400.10,0.39,0.72
26700.10,0.30,1.06
27000.10,0.54,0.71
27300.10,0.31,1.03
27600.10,0.74,0.71
27900.10,0.75,1.03
28200.10,0.47,0.69
28500.10,0.44,1.07
28800.10,0.55,0.68
29100.10,0.65,1.08
29400.10,0.48,0.69
29700.10,0.48,0.97
30000.10,0.76,0.99
30300.10,0.54,0.99
30600.10,1.00,1.02
30900.10,0.46,0.88
31200.10,1.00,1.25
31500.10,0.35,0.87
31800.10,0.51,0.87
32100.10,0.90,1.18
32400.10,0.65,0.86
32700.10,1.00,1.24
33000.10,0.59,0.88
33300.10,1.00,1.23
33600.10,0.48,0.89
33900.10,0.97,1.31
34200.10,0.33,0.89
34500.10,1.00,1.29
34800.10,0.41,0.88
35100.10,0.24,1.22
35400.10,0.44,0.88
35700.10,0.64,1.27
36000.10,0.80,0.88
36300.10,0.64,1.23
36600.10,0.67,0.85
36900.10,1.00,1.23
37200.10,0.85,0.87
37500.10,0.34,1.25
37800.10,0.65,0.88
38100.10,1.00,1.23
38400.10,0.41,0.88
38700.10,1.00,1.23
39000.10,0.84,0.90
39300.10,0.54,0.98
39600.10,0.53,0.96
39900.10,0.32,0.95
40200.10,0.82,0.96
40500.10,0.48,0.96
40800.10,0.63,0.97
41100.10,0.72,0.98
41400.10,0.41,0.97
41700.10,0.77,0.96
42000.10,0.57,0.96
42300.10,0.68,0.96
42600.10,1.00,0.97
42900.10,0.27,0.87
43200.10,0.90,1.16
43500.10,0.94,0.85
43800.10,0.34,0.92
44100.10,1.00,1.27
44400.10,0.75,0.95
44700.10,0.90,1.32
45000.10,0.44,0.95
45300.10,0.76,0.97
45600.10,1.00,1.33
45900.10,0.36,0.96
46200.10,0.12,0.94
46500.10,0.94,0.97
46800.10,0.77,0.98
47100.10,0.56,0.99
47400.10,0.37,0.98
47700.10,1.00,1.00
48000.10,0.52,0.61
48300.10,0.38,0.96
48600.10,0.67,1.33
48900.10,0.40,0.98
49200.10,0.78,0.99
49500.10,0.56,0.98
49800.10,0.32,0.97
50100.10,0.44,0.96
50400.10,0.61,0.96
50700.10,0.62,0.96
51000.10,1.00,1.33
51300.10,0.59,0.99
51600.10,0.78,0.98
