3600.10,0.26,0.23
4800.10,0.00,0.88
5100.10,0.07,0.81
5400.10,0.70,0.59
5700.10,0.31,0.59
6000.10,0.91,0.54
6300.10,0.51,0.65
6900.10,0.00,0.61
7200.10,0.21,0.58
7500.10,0.88,0.31
7800.10,0.81,0.40
8100.10,0.16,0.33
9000.10,0.00,0.52
9300.10,0.22,0.54
9600.10,1.00,0.58
9900.10,0.43,0.47
10200.10,0.76,0.53
10500.10,0.67,0.54
10800.10,0.26,0.51
11100.10,0.68,0.43
11400.10,0.02,0.53
12000.10,0.00,0.60
12300.10,0.19,0.64
12900.10,0.00,0.80
13200.10,0.08,0.82
13500.10,0.47,0.54
13800.10,0.73,0.60
14100.10,0.88,0.54
14400.10,0.47,0.58
14700.10,0.76,0.54
15000.10,0.57,0.60
15300.10,0.86,0.40
15600.10,0.86,0.40
15900.10,0.64,0.40
16200.10,0.80,0.37
16500.10,0.70,0.37
17100.10,0.13,0.91
17400.10,0.00,0.84
17700.10,0.24,0.79
18000.10,0.72,0.58
18300.10,0.44,0.52
18600.10,0.67,0.56
18900.10,0.32,0.53
19200.10,0.37,0.45
19500.10,0.00,0.84
19800.10,0.15,0.81
20700.10,0.00,0.50
21000.10,0.18,0.53
21300.10,1.00,0.38
21600.10,0.08,0.65
21900.10,0.44,0.45
22200.10,0.87,0.52
22500.10,0.60,0.55
22800.10,0.44,0.57
23100.10,0.00,0.84
23400.10,0.11,0.94
24000.10,0.00,0.67
24300.10,0.36,0.64
24900.10,0.00,0.61
25200.10,0.34,0.70
25500.10,0.00,0.75
25800.10,0.24,0.79
26100.10,0.52,0.52
26400.10,0.43,0.58
26700.10,0.44,0.59
27600.10,0.10,0.89
28200.10,0.00,0.46
28500.10,0.15,0.40
29100.10,0.08,0.84
29700.10,0.00,0.78
30000.10,0.00,0.91
30900.10,0.00,0.58
31200.10,0.40,0.62
32400.10,0.00,0.61
32700.10,0.50,0.50
33000.10,0.56,0.44
33300.10,0.75,0.55
33600.10,0.80,0.50
33900.10,0.51,0.51
34800.10,0.00,0.52
35100.10,0.16,0.41
35400.10,0.73,0.45
35700.10,0.03,0.49
36000.10,0.71,0.36
36300.10,0.66,0.64
36600.10,0.52,0.67
36900.10,0.82,0.65
37200.10,0.48,0.62
37500.10,0.71,0.65
37800.10,0.64,0.69
38100.10,0.90,0.65
38400.10,0.87,0.60
38700.10,0.26,0.58
39000.10,0.72,0.54
39300.10,0.80,0.55
39600.10,0.97,0.52
39900.10,0.08,0.56
40500.10,0.00,0.90
40800.10,0.06,0.90
41100.10,0.00,0.65
41400.10,0.09,0.92
42000.10,0.46,0.40
42900.10,0.00,0.78
43200.10,0.12,0.88
43500.10,0.00,0.42
43800.10,0.12,0.36
45300.10,0.00,0.59
45600.10,0.22,0.51
45900.10,0.72,0.41
46200.10,0.18,0.41
46800.10,0.00,0.52
47100.10,0.07,0.35
47400.10,0.00,0.57
47700.10,0.01,0.52
48000.10,0.00,0.38
48300.10,0.04,0.46
48900.10,0.00,0.83
49200.10,0.02,0.87
49800.10,0.00,0.50
50100.10,0.06,0.53
50400.10,0.28,0.58
50700.10,0.00,0.92
51000.10,0.12,0.92
51300.10,0.00,0.64
51600.10,0.41,0.70
51900.10,0.42,0.19
52200.10,0.75,0.37
52500.10,0.52,0.51
52800.10,0.62,0.51
53100.10,0.44,0.43
53400.10,0.90,0.50
53700.10,0.75,0.48
54000.10,0.48,0.47
54300.10,0.00,0.40
54600.10,0.30,0.44
54900.10,0.64,0.31
55200.10,0.91,0.28
55500.10,0.18,0.41
55800.10,0.96,0.40
56100.10,0.82,0.39
56400.10,0.59,0.39
56700.10,0.60,0.44
57000.10,0.78,0.44
57300.10,0.54,0.44
57600.10,0.00,0.80
57900.10,0.01,0.81
58500.10,0.00,0.81
58800.10,0.20,0.82
59100.10,0.63,0.39
59400.10,0.73,0.54
59700.10,0.82,0.52
60000.10,0.71,0.59
60300.10,0.45,0.62
60600.10,0.39,0.59
60900.10,0.00,0.60
61200.10,0.27,0.71
61500.10,1.00,0.49
61800.10,0.13,0.71
63300.10,0.00,0.55
63600.10,0.42,0.56
63900.10,0.00,0.87
64200.10,0.07,0.89
64500.10,0.00,0.88
64800.10,0.01,0.89
65100.10,0.00,0.39
65400.10,0.35,0.46
65700.10,0.52,0.52
66000.10,0.77,0.31
66300.10,0.92,0.40
66600.10,0.79,0.42
66900.10,0.73,0.53
67200.10,0.74,0.53
67500.10,0.69,0.53
67800.10,0.87,0.52
68100.10,0.77,0.60
68400.10,0.66,0.61
69000.10,0.00,0.91
69300.10,0.01,0.91
69600.10,0.00,0.89
69900.10,0.07,0.89
70500.10,0.00,0.77
70800.10,0.25,0.82
71100.10,0.36,0.70
72000.10,0.12,0.79
72600.10,0.00,0.80
72900.10,0.18,0.87
73200.10,0.46,0.63
73500.10,0.68,0.63
73800.10,0.41,0.75
74400.10,0.00,0.49
74700.10,0.50,0.66
75000.10,0.53,0.66
75300.10,0.00,0.87
75600.10,0.02,0.89
76200.10,0.00,0.45
76500.10,0.05,0.42
77100.10,0.00,0.49
77400.10,0.14,0.56
77700.10,0.85,0.54
78000.10,0.25,0.52
78300.10,0.00,0.78
78600.10,0.11,0.94
79200.10,0.00,0.84
79500.10,0.04,0.92
79800.10,0.54,0.65
80100.10,1.00,0.61
80400.10,0.69,0.65
80700.10,0.60,0.66
81000.10,0.82,0.76
81300.10,0.30,0.66
81600.10,0.00,0.49
81900.10,0.04,0.48
83100.10,0.00,0.79
