3600.10,0.67,0.62
3900.10,0.69,0.79
4200.10,0.80,0.86
4500.10,0.99,0.85
4800.10,0.61,0.76
5100.10,0.54,0.57
5400.10,0.69,0.49
5700.10,1.00,0.58
6000.10,0.72,0.69
6300.10,0.93,0.69
6600.10,0.71,0.79
6900.10,0.65,0.54
7200.10,0.58,0.61
7500.10,0.91,0.74
7800.10,0.21,0.40
8100.10,0.42,0.79
8400.10,0.61,0.54
8700.10,0.91,0.52
9000.10,0.52,0.70
9300.10,0.79,0.68
9600.10,0.13,0.64
9900.10,0.00,0.93
10200.10,0.64,0.55
10500.10,0.35,0.53
10800.10,0.82,0.59
11100.10,1.00,0.66
11400.10,0.68,0.79
11700.10,0.53,0.72
12000.10,0.83,0.69
12300.10,0.29,0.67
12600.10,1.00,0.41
12900.10,0.69,0.55
13200.10,0.85,0.57
13500.10,0.53,0.61
13800.10,0.82,0.66
14100.10,0.58,0.74
14400.10,0.60,0.69
14700.10,0.66,0.74
15000.10,0.97,0.76
15300.10,0.42,0.67
15600.10,1.00,0.72
15900.10,0.57,0.78
16200.10,0.82,0.47
16500.10,0.70,0.64
16800.10,0.37,0.79
17100.10,0.59,0.50
17400.10,0.38,0.59
17700.10,0.82,0.64
18000.10,0.44,0.59
18300.10,0.93,0.64
18600.10,0.99,0.72
18900.10,0.68,0.60
19200.10,0.41,0.60
19500.10,0.63,0.62
19800.10,0.99,0.49
20100.10,0.86,0.64
20400.10,1.00,0.47
20700.10,0.63,0.49
21000.10,0.66,0.50
21300.10,0.76,0.64
21600.10,0.44,0.59
21900.10,1.00,0.43
22200.10,0.45,0.67
22500.10,0.42,0.50
22800.10,0.98,0.56
23100.10,0.56,0.74
23400.10,0.41,0.61
23700.10,0.63,0.44
24000.10,0.43,0.61
24300.10,0.54,0.66
24600.10,0.53,0.67
24900.10,0.90,0.64
25200.10,0.64,0.43
25500.10,0.56,0.47
25800.10,1.00,0.30
26100.10,0.37,0.56
26400.10,1.00,0.53
26700.10,0.13,0.72
27300.10,0.21,0.61
27600.10,0.65,0.49
27900.10,0.62,0.49
28200.10,0.76,0.45
28500.10,0.70,0.72
28800.10,0.50,0.47
29100.10,0.28,0.53
29400.10,0.63,0.42
29700.10,0.70,0.73
30000.10,0.56,0.62
30300.10,0.69,0.76
30600.10,0.34,0.76
30900.10,1.00,0.79
31200.10,0.76,0.65
31500.10,0.40,0.51
31800.10,1.00,0.58
32100.10,0.78,0.59
32400.10,1.00,0.44
32700.10,0.22,0.68
33000.10,0.63,0.46
33300.10,0.60,0.55
33600.10,0.98,0.59
33900.10,0.42,0.65
34200.10,0.92,0.64
34500.10,0.12,0.62
